number,code
11,"def z_array_classic(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z_values[k1] < right - k + 1:
                z_values[k] = z_values[k1]
            else:
                left = k
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[k] = right - left
                right -= 1
    return z_values"
12,"def z_array_slicing(string):
    n = len(string)
    z_arr = [0] * n
    for i in range(1, n):
        for j in range(n - i):
            if string[j:j+i] == string[0:i]:
                z_arr[i] = i
                break
    return z_arr"
13,"def z_array_generator(pattern):
    length = len(pattern)
    yield 0
    for i in range(1, length):
        yield max(j for j in range(1, length - i + 1) if pattern[i:i+j] == pattern[:j])"
14,"def z_array_recursive(text_str, index, left_bound, right_bound, z_values):
    n = len(text_str)
    if index == n:
        return z_values
    if index > right_bound:
        left_bound = right_bound = index
        while right_bound < n and text_str[right_bound - left_bound] == text_str[right_bound]:
            right_bound += 1
        z_values[index] = right_bound - left_bound
        right_bound -= 1
    else:
        k = index - left_bound
        if z_values[k] < right_bound - index + 1:
            z_values[index] = z_values[k]
        else:
            left_bound = index
            while right_bound < n and text_str[right_bound - left_bound] == text_str[right_bound]:
                right_bound += 1
            z_values[index] = right_bound - left_bound
            right_bound -= 1
    return z_array_recursive(text_str, index + 1, left_bound, right_bound, z_values)"
15,"def z_array_comprehension(seq):
    length = len(seq)
    return [max(j for j in range(1, length - i + 1) if seq[i:i+j] == seq[:j]) for i in range(length)]"
16,"def z_array_bitwise(data):
    n = len(data)
    z_arr = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z_arr[i] = min(r - i + 1, z_arr[k])
        while i + z_arr[i] < n and data[z_arr[i]] == data[i + z_arr[i]]:
            z_arr[i] += 1
        if i + z_arr[i] - 1 > r:
            l = i
            r = i + z_arr[i] - 1
    return z_arr"
17,"def z_array_functional(string_data):
    n = len(string_data)
    z_values = [0] * n
    def calculate_z(index, left, right):
        if index > right:
            new_left = new_right = index
            while new_right < n and string_data[new_right - new_left] == string_data[new_right]:
                new_right += 1
            return new_left, new_right, new_right - new_left
        else:
            k = index - left
            if z_values[k] < right - index + 1:
                return left, right, z_values[k]
            else:
                new_left = index
                while right < n and string_data[right - new_left] == string_data[right]:
                    right += 1
                return new_left, right, right - new_left
    left, right = 0, 0
    for i in range(1, n):
        left, right, z_values[i] = calculate_z(i, left, right)
    return z_values"
18,"def z_array_iterative(text_input):
    length = len(text_input)
    z_values = [0] * length
    l = 0
    r = 0
    i = 1
    while i < length:
        if i <= r:
            k = i - l
            z_values[i] = min(r - i + 1, z_values[k])
        while i + z_values[i] < length and text_input[z_values[i]] == text_input[i + z_values[i]]:
            z_values[i] += 1
        if i + z_values[i] - 1 > r:
            l = i
            r = i + z_values[i] - 1
        i += 1
    return z_values"
19,"def z_array_alt(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            k = 0
            while i + k < n and s[k] == s[i + k]:
                k += 1
            z[i] = k
            l = i
            r = i + k - 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                k = r - i + 1
                while i + k < n and s[k] == s[i + k]:
                    k += 1
                z[i] = k
                l = i
                r = i + k - 1
    return z"
20,"def z_array_compact(text):
    n = len(text)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        while i + z[i] < n and text[z[i]] == text[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z"
21,"def z_array_classic(text):
    length = len(text)
    z = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and text[right - left] == text[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                left = k
                while right < length and text[right - left] == text[right]:
                    right += 1
                z[k] = right - left
                right -= 1
    return z"
22,"def z_array_slicing(string):
    n = len(string)
    z_values = [0] * n
    for i in range(1, n):
        for j in range(n - i):
            if string[j:j+i] == string[0:i]:
                z_values[i] = i
                break
    return z_values"
23,"def z_array_generator(phrase):
    length = len(phrase)
    yield 0
    for i in range(1, length):
        yield max(j for j in range(1, length - i + 1) if phrase[i:i+j] == phrase[:j])"
24,"def z_array_recursive(pattern):
    length = len(pattern)
    def compute_z(index):
        if index == 0:
            return 0
        max_len = 0
        for j in range(1, length - index + 1):
            if pattern[index:index+j] == pattern[:j]:
                max_len = j
        return max_len
    return [compute_z(i) for i in range(length)]"
25,"def z_array_comprehension(seq):
    n = len(seq)
    return [len(take_while(lambda i: seq[i] == seq[k], range(n - k))) for k in range(n)]
def take_while(predicate, iterable):
    result = []
    for item in iterable:
        if predicate(item):
            result.append(item)
        else:
            break
    return result"
26,"def z_array_bitwise(data):
    size = len(data)
    z_arr = [0] * size
    l, r = 0, 0
    for k in range(1, size):
        if k > r:
            l = r = k
            while r < size and data[r - l] == data[r]:
                r += 1
            z_arr[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z_arr[k1] < r - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                l = k
                while r < size and data[r - l] == data[r]:
                    r += 1
                z_arr[k] = r - l
                r -= 1
    return z_arr"
27,"def z_array_functional(text_str):
    n = len(text_str)
    return [max(len(common_prefix(text_str, text_str[i:])) for i in range(n)) if i > 0 else 0 for i in range(n)]
def common_prefix(str1, str2):
    i = 0
    while i < len(str1) and i < len(str2) and str1[i] == str2[i]:
        i += 1
    return str1[:i]"
28,"def z_array_iterative(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                j = r + 1
                while j < n and s[j] == s[j - i]:
                    j += 1
                z[i] = j - i
                l = i
                r = j - 1
        else:
            j = 0
            while j < n - i and s[j] == s[j + i]:
                j += 1
            z[i] = j
            if j > 0:
                l = i
                r = i + j - 1
    return z"
29,"def z_array_alt(string):
    n = len(string)
    z_val = [0] * n
    for i in range(1, n):
        j = 0
        while i + j < n and string[j] == string[i + j]:
            j += 1
        z_val[i] = j
    return z_val"
30,"def z_array_reduced(text_in):
    length = len(text_in)
    z_arr = [0] * length
    left_bound = 0
    right_bound = 0
    for k in range(1, length):
        if k > right_bound:
            left_bound = right_bound = k
            while right_bound < length and text_in[right_bound - left_bound] == text_in[right_bound]:
                right_bound += 1
            z_arr[k] = right_bound - left_bound
            right_bound -= 1
        else:
            k1 = k - left_bound
            if z_arr[k1] < right_bound - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                left_bound = k
                while right_bound < length and text_in[right_bound - left_bound] == text_in[right_bound]:
                    right_bound += 1
                z_arr[k] = right_bound - left_bound
                right_bound -= 1
    return z_arr"
31,"def z_array_classic(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z_values[k1] < right - k + 1:
                z_values[k] = z_values[k1]
            else:
                left = k
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[k] = right - left
                right -= 1
    return z_values"
32,"def z_array_slicing(string):
    n = len(string)
    z_arr = [0] * n
    for i in range(1, n):
        for j in range(n - i):
            if string[j:j+i] == string[0:i]:
                z_arr[i] = i
                break
    return z_arr"
33,"def z_array_generator(pattern):
    length = len(pattern)
    yield 0
    for i in range(1, length):
        yield max(j for j in range(1, length - i + 1) if pattern[i:i+j] == pattern[:j])"
34,"def z_array_recursive(text_str, index, left_bound, right_bound, z_values):
    n = len(text_str)
    if index == n:
        return z_values
    if index > right_bound:
        left_bound = right_bound = index
        while right_bound < n and text_str[right_bound - left_bound] == text_str[right_bound]:
            right_bound += 1
        z_values[index] = right_bound - left_bound
        right_bound -= 1
    else:
        k = index - left_bound
        if z_values[k] < right_bound - index + 1:
            z_values[index] = z_values[k]
        else:
            left_bound = index
            while right_bound < n and text_str[right_bound - left_bound] == text_str[right_bound]:
                right_bound += 1
            z_values[index] = right_bound - left_bound
            right_bound -= 1
    return z_array_recursive(text_str, index + 1, left_bound, right_bound, z_values)"
35,"def z_array_comprehension(seq):
    length = len(seq)
    return [max(j for j in range(1, length - i + 1) if seq[i:i+j] == seq[:j]) for i in range(length)]"
36,"def z_array_bitwise(data):
    n = len(data)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z[i] = min(r - i + 1, z[k])
        while i + z[i] < n and data[z[i]] == data[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z"
37,"def z_array_functional(string_data):
    n = len(string_data)
    z_values = [0] * n
    def calculate_z(index, left, right):
        if index > right:
            new_left = new_right = index
            while new_right < n and string_data[new_right - new_left] == string_data[new_right]:
                new_right += 1
            return new_left, new_right, new_right - new_left
        else:
            k = index - left
            if z_values[k] < right - index + 1:
                return left, right, z_values[k]
            else:
                new_left = index
                while right < n and string_data[right - new_left] == string_data[right]:
                    right += 1
                return new_left, right, right - new_left
    for i in range(1, n):
        left, right, z_val = calculate_z(i, left, right)
        z_values[i] = z_val
    return z_values"
38,"def z_array_iterative(text_input):
    length = len(text_input)
    z_arr = [0] * length
    l = 0
    r = 0
    for i in range(1, length):
        if i <= r:
            k = i - l
            z_arr[i] = min(r - i + 1, z_arr[k])
        while i + z_arr[i] < length and text_input[z_arr[i]] == text_input[i + z_arr[i]]:
            z_arr[i] += 1
        if i + z_arr[i] - 1 > r:
            l = i
            r = i + z_arr[i] - 1
    return z_arr"
39,"def z_array_alt(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            k = 0
            while i + k < n and s[k] == s[i + k]:
                k += 1
            z[i] = k
            l = i
            r = i + k - 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                k = r - i + 1
                while i + k < n and s[k] == s[i + k]:
                    k += 1
                z[i] = k
                l = i
                r = i + k - 1
    return z"
40,"def z_array_compact(text):
    n = len(text)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        while i + z[i] < n and text[z[i]] == text[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z"
41,"def z_function_v1(pattern):
    l, r = 0, 0
    n = len(pattern)
    z_arr = [0] * n
    for i in range(1, n):
        if i > r:
            left, right = i, n - 1
            while left < n and pattern[left] == pattern[left - i]:
                left += 1
            z_arr[i] = left - i
            r = left - 1
        else:
            k = i - l
            if z_arr[k] < r - i + 1:
                z_arr[i] = z_arr[k]
            else:
                left, right = r + 1, n - 1
                while left < n and pattern[left] == pattern[left - i]:
                    left += 1
                z_arr[i] = left - i
                l = i
                r = left - 1
    return z_arr"
42,"def z_function_v2(text):
    length = len(text)
    z_values = [0] * length
    left, right = 0, 0
    for i in range(1, length):
        if i <= right:
            k = i - left
            z_values[i] = min(right - i + 1, z_values[k])
        while i + z_values[i] < length and text[z_values[i]] == text[i + z_values[i]]:
            z_values[i] += 1
        if i + z_values[i] - 1 > right:
            left = i
            right = i + z_values[i] - 1
    return z_values"
43,"def z_function_v3(string):
    n = len(string)
    z_array = [0] * n
    boundaries = [0, 0]
    for i in range(1, n):
        if i <= boundaries[1]:
            k = i - boundaries[0]
            z_array[i] = min(boundaries[1] - i + 1, z_array[k])
        while i + z_array[i] < n and string[z_array[i]] == string[i + z_array[i]]:
            z_array[i] += 1
        if i + z_array[i] - 1 > boundaries[1]:
            boundaries[0] = i
            boundaries[1] = i + z_array[i] - 1
    return z_array"
44,"def z_function_v4(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            k = 0
            while i + k < n and s[k] == s[i + k]:
                k += 1
            z[i] = k
            l = i
            r = i + k - 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                k = r - i + 1
                while i + k < n and s[k] == s[i + k]:
                    k += 1
                z[i] = k
                l = i
                r = i + k - 1
    return z"
45,"def z_function_v5(txt):
    n = len(txt)
    zval = [0] * n
    left = 0
    right = 0
    for i in range(1, n):
        if i <= right:
            k = i - left
            zval[i] = min(right - i + 1, zval[k])
        while i + zval[i] < n and txt[zval[i]] == txt[i + zval[i]]:
            zval[i] += 1
        if i + zval[i] - 1 > right:
            left = i
            right = i + zval[i] - 1
    return zval"
46,"def z_function_v6(string):
    n = len(string)
    z_arr = [0] * n
    l = r = 0
    for i in range(1, n):
        if i > r:
            k = 0
            while i + k < n and string[k] == string[i + k]:
                k += 1
            z_arr[i] = k
            l = i
            r = i + k - 1
        else:
            k = i - l
            if z_arr[k] < r - i + 1:
                z_arr[i] = z_arr[k]
            else:
                k = r - i + 1
                while i + k < n and string[k] == string[i + k]:
                    k += 1
                z_arr[i] = k
                l = i
                r = i + k - 1
    return z_arr"
47,"def z_function_v7(text):
    n = len(text)
    z = [0] * n
    left = 0
    right = 0
    for k in range(1,n):
        if k > right:
            l = 0
            r = 0
            while k+r < n and text[r] == text[k+r]:
                r += 1
            z[k] = r
            left = k
            right = k+r-1
        else:
            k1 = k-left
            if z[k1] < right-k+1:
                z[k] = z[k1]
            else:
                l = right - k + 1
                r=0
                while k+r < n and text[l+r] == text[k+r]:
                    r += 1
                z[k] = r
                left = k
                right = k+r-1
    return z"
48,"def z_function_v8(s):
    n = len(s)
    arr_z = [0] * n
    levo = 0
    pravo = 0
    for i in range(1, n):
        if i > pravo:
            k = 0
            while i + k < n and s[k] == s[i + k]:
                k += 1
            arr_z[i] = k
            levo = i
            pravo = i + k - 1
        else:
            k = i - levo
            if arr_z[k] < pravo - i + 1:
                arr_z[i] = arr_z[k]
            else:
                k = pravo - i + 1
                while i + k < n and s[k] == s[i + k]:
                    k += 1
                arr_z[i] = k
                levo = i
                pravo = i + k - 1
    return arr_z"
49,"def z_function_v9(pattern):
    n = len(pattern)
    z_arr = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            c = 0
            while i + c < n and pattern[c] == pattern[i + c]:
                c += 1
            z_arr[i] = c
            l = i
            r = i + c - 1
        else:
            k = i - l
            if z_arr[k] < r - i + 1:
                z_arr[i] = z_arr[k]
            else:
                c = r - i + 1
                while i + c < n and pattern[c] == pattern[i + c]:
                    c += 1
                z_arr[i] = c
                l = i
                r = i + c - 1
    return z_arr"
50,"def z_function_v10(text):
    n = len(text)
    z_values = [0] * n
    left = 0
    right = 0
    for i in range(1, n):
        if i <= right:
            k = i - left
            z_values[i] = min(right - i + 1, z_values[k])
        j = 0
        while i + j < n and text[j] == text[i + j]:
            j += 1
        z_values[i] = j
        if i + z_values[i] - 1 > right:
            left = i
            right = i + z_values[i] - 1
    return z_values"
51,"def z_array_classic(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z_values[k1] < right - k + 1:
                z_values[k] = z_values[k1]
            else:
                left = k
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[k] = right - left
                right -= 1
    return z_values"
52,"def z_array_slicing(string):
    n = len(string)
    z_arr = [0] * n
    for i in range(1, n):
        for j in range(n - i):
            if string[j:j+i] == string[0:i]:
                z_arr[i] = i
                break
    return z_arr"
53,"def z_array_generator(phrase):
    length = len(phrase)
    yield 0
    for i in range(1, length):
        yield max(j for j in range(1, length - i + 1) if phrase[i:i+j] == phrase[:j])"
54,"def z_array_recursive(pattern):
    length = len(pattern)
    def compute_z(index):
        if index == 0:
            return 0
        max_len = 0
        for k in range(1, length - index + 1):
            if pattern[:k] == pattern[index:index+k]:
                max_len = k
        return max_len
    return [compute_z(i) for i in range(length)]"
55,"def z_array_comprehension(seq):
    n = len(seq)
    return [max(k for k in range(1, n - i + 1) if seq[i:i+k] == seq[:k]) for i in range(n)]"
56,"def z_array_bitwise(data):
    length = len(data)
    z_values = [0] * length
    l = 0
    r = 0
    for k in range(1, length):
        if k > r:
            l = r = k
            while r < length and data[r - l] == data[r]:
                r += 1
            z_values[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z_values[k1] < r - k + 1:
                z_values[k] = z_values[k1]
            else:
                l = k
                while r < length and data[r - l] == data[r]:
                    r += 1
                z_values[k] = r - l
                r -= 1
    return z_values"
57,"def z_array_functional(text_input):
    n = len(text_input)
    z = [0] * n
    def calculate_z(i):
        return max(j for j in range(1, n - i + 1) if text_input[i:i+j] == text_input[:j])
    return list(map(calculate_z, range(n)))"
58,"def z_array_iterative(string_input):
    n = len(string_input)
    z_arr = [0] * n
    for i in range(1, n):
        j = 0
        while i + j < n and string_input[j] == string_input[i + j]:
            j += 1
        z_arr[i] = j
    return z_arr"
59,"def z_array_optimized(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                j = r - i + 1
                while i + j < n and s[j] == s[i + j]:
                    j += 1
                z[i] = j
                l = i
                r = i + j - 1
        else:
            j = 0
            while i + j < n and s[j] == s[i + j]:
                j += 1
            z[i] = j
            if j > 0:
                l = i
                r = i + j - 1
    return z"
60,"def z_array_alt(text_str):
    length = len(text_str)
    z_values = [0] * length
    left_bound = 0
    right_bound = 0
    for k in range(1, length):
        if k > right_bound:
            left_bound = right_bound = k
            while right_bound < length and text_str[right_bound - left_bound] == text_str[right_bound]:
                right_bound += 1
            z_values[k] = right_bound - left_bound
            right_bound -= 1
        else:
            k1 = k - left_bound
            if z_values[k1] < right_bound - k + 1:
                z_values[k] = z_values[k1]
            else:
                left_bound = k
                while right_bound < length and text_str[right_bound - left_bound] == text_str[right_bound]:
                    right_bound += 1
                z_values[k] = right_bound - left_bound
                right_bound -= 1
    return z_values"
61,"def z_array_standard(sequence):
    length = len(sequence)
    result = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and sequence[right - left] == sequence[right]:
                right += 1
            result[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if result[k1] < right - k + 1:
                result[k] = result[k1]
            else:
                left = k
                while right < length and sequence[right - left] == sequence[right]:
                    right += 1
                result[k] = right - left
                right -= 1
    return result"
62,"def z_array_slicing(text):
    n = len(text)
    z = [0] * n
    for i in range(1, n):
        max_len = 0
        for j in range(n - i):
            if text[j:j+i] == text[i:i+i]:
                max_len = i
        z[i] = max_len
    return z"
63,"def z_array_generator(string):
    def z_value(index):
        count = 0
        while index + count < len(string) and string[count] == string[index + count]:
            count += 1
        return count
    return [z_value(i) for i in range(len(string))]"
64,"def z_array_recursive(s):
    def compute_z(index, l, r, z_arr):
        if index > r:
            l = r = index
            while r < len(s) and s[r - l] == s[r]:
                r += 1
            z_arr[index] = r - l
            r -= 1
            return l, r
        k = index - l
        if z_arr[k] < r - index + 1:
            z_arr[index] = z_arr[k]
            return l, r
        else:
            l = index
            while r < len(s) and s[r - l] == s[r]:
                r += 1
            z_arr[index] = r - l
            r -= 1
            return l, r
    z_arr = [0] * len(s)
    l, r = 0, 0
    for i in range(1, len(s)):
        l, r = compute_z(i, l, r, z_arr)
    return z_arr"
65,"def z_array_comprehension(seq):
    n = len(seq)
    return [max(0, len(seq) - i - j) if seq[j:] == seq[i:i + len(seq) - i] else 0 for i in range(1, n) for j in range(i)]"
66,"def z_array_bitwise(str_):
    length = len(str_)
    z = [0] * length
    left_pos = 0
    right_pos = 0
    for k in range(1, length):
        if k > right_pos:
            left_pos = right_pos = k
            while right_pos < length and str_[right_pos - left_pos] == str_[right_pos]:
                right_pos += 1
            z[k] = right_pos - left_pos
            right_pos -= 1
        else:
            k1 = k - left_pos
            if z[k1] < right_pos - k + 1:
                z[k] = z[k1]
            else:
                left_pos = k
                while right_pos < length and str_[right_pos - left_pos] == str_[right_pos]:
                    right_pos += 1
                z[k] = right_pos - left_pos
                right_pos -= 1
    return z"
67,"def z_array_functional(text_):
    n = len(text_)
    result = [0] * n
    def find_z(idx):
        match_len = 0
        while idx + match_len < n and text_[match_len] == text_[idx + match_len]:
            match_len += 1
        return match_len
    return [find_z(i) for i in range(n)]"
68,"def z_array_alt(pattern):
    n = len(pattern)
    z = [0] * n
    l = r = 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n - 1 and pattern[r - l + 1] == pattern[r + 1]:
                    r += 1
                z[i] = r - l + 1
        else:
            l = i
            while r < n - 1 and pattern[r - l + 1] == pattern[r + 1]:
                r += 1
            z[i] = r - l + 1
    return z"
69,"def z_array_dict(string_):
    n = len(string_)
    z = {}
    for i in range(1, n):
        max_len = 0
        for j in range(i):
            if string_[j:j+i] == string_[i:i+i]:
                max_len = i
        z[i] = max_len
    return [z.get(i, 0) for i in range(n)]"
70,"def z_array_map(seq):
    n = len(seq)
    def get_z_value(i):
        max_match = 0
        for j in range(n - i):
            if seq[:j+1] == seq[i:i + j + 1]:
                max_match = j + 1
        return max_match
    return list(map(get_z_value, range(1, n)))"
71,"s = input()
n = len(s)
table = [0] * n
left = 0
right = 0
for k in range(1, n):
    if k > right:
        left = right = k
        while right < n and s[right - left] == s[right]:
            right += 1
        table[k] = right - left
        right -= 1
    else:
        k1 = k - left
        if table[k1] < right - k + 1:
            table[k] = table[k1]
        else:
            left = k
            while right < n and s[right - left] == s[right]:
                right += 1
            table[k] = right - left
            right -= 1
print(*table)"
72,"string = input()
length = len(string)
z_array = [0] * length
l = 0
r = 0
i = 1
while i < length:
    if i > r:
        l = r = i
        while r < length and string[r - l] == string[r]:
            r += 1
        z_array[i] = r - l
        r -= 1
    else:
        k = i - l
        if z_array[k] < r - i + 1:
            z_array[i] = z_array[k]
        else:
            l = i
            while r < length and string[r - l] == string[r]:
                r += 1
            z_array[i] = r - l
            r -= 1
    i += 1
print(*z_array)"
73,"text = input()
m = len(text)
z = [0] * m
prefix = 0
suffix = 0
for i in range(1, m):
    if i <= prefix:
        z[i] = min(prefix - i + 1, z[i - prefix])
    while i + z[i] < m and text[z[i]] == text[i + z[i]]:
        z[i] += 1
    if i + z[i] - 1 > prefix:
        prefix = i + z[i] - 1
print(*z)"
74,"str_input = input()
n_len = len(str_input)
z_values = [0] * n_len
left_pos = 0
right_pos = 0
for i in range(1, n_len):
    if i > right_pos:
        left_pos = right_pos = i
        while right_pos < n_len and str_input[right_pos - left_pos] == str_input[right_pos]:
            right_pos += 1
        z_values[i] = right_pos - left_pos
        right_pos -= 1
    else:
        k = i - left_pos
        if z_values[k] < right_pos - i + 1:
            z_values[i] = z_values[k]
        else:
            left_pos = i
            while right_pos < n_len and str_input[right_pos - left_pos] == str_input[right_pos]:
                right_pos += 1
            z_values[i] = right_pos - left_pos
            right_pos -= 1
print(*z_values)"
75,"inp_str = input()
size = len(inp_str)
z_arr = [0] * size
l_bound = 0
r_bound = 0
for i in range(1, size):
    if i <= r_bound:
        k = i - l_bound
        z_arr[i] = min(r_bound - i + 1, z_arr[k])
    while i + z_arr[i] < size and inp_str[z_arr[i]] == inp_str[i + z_arr[i]]:
        z_arr[i] += 1
    if i + z_arr[i] - 1 > r_bound:
        l_bound = i
        r_bound = i + z_arr[i] - 1
print(*z_arr)"
